game_id,season,week,start_time,venue,home_team,away_team,home_points,away_points,city,state,latitude,longitude
401234574,2020,2,2020-09-12T18:30:00.000Z,Notre Dame Stadium,Notre Dame,Duke,27,13,Notre Dame,IN,41.698378,-86.2339425
401207113,2020,2,2020-09-12T19:30:00.000Z,Bobcat Stadium (TX),Texas State,UTSA,48,51,San Marcos,TX,29.8910008,-97.9255735
401240233,2020,2,2020-09-12T20:00:00.000Z,Acrisure Stadium,Pittsburgh,Austin Peay,55,0,Pittsburgh,PA,40.4467648,-80.0157603
401234563,2020,2,2020-09-12T20:00:00.000Z,Doak Campbell Stadium,Florida State,Georgia Tech,13,16,Tallahassee,FL,30.4381692,-84.3044032
401215298,2020,2,2020-09-12T20:14:00.000Z,Allen E. Paulson Stadium,Georgia Southern,Campbell,27,26,Statesboro,GA,32.4122471,-81.7849296
401240039,2020,2,2020-09-12T23:00:00.000Z,Raymond James Stadium,South Florida,The Citadel,27,6,Tampa,FL,27.9758691,-82.5033344
401236054,2020,2,2020-09-12T23:00:00.000Z,"Memorial Stadium (Norman, OK)",Oklahoma,Missouri State,48,0,Norman,OK,35.2058537,-97.4423145
401239973,2020,2,2020-09-12T23:30:00.000Z,Hancock Whitney Stadium,South Alabama,Tulane,24,27,Mobile,AL,30.6943566,-88.0430541
401234562,2020,2,2020-09-12T23:30:00.000Z,Allegacy Federal Credit Union Stadium,Wake Forest,Clemson,13,37,Winston-Salem,NC,36.1305507,-80.2545851
401234564,2020,2,2020-09-13T00:00:00.000Z,L&N Federal Credit Union Stadium,Louisville,Western Kentucky,35,21,Louisville,KY,38.2057621,-85.7588141
401236039,2020,2,2020-09-13T00:00:00.000Z,Jones AT&T Stadium,Texas Tech,Houston Christian,35,33,Lubbock,TX,33.5910518,-101.8728824
401236222,2020,2,2020-09-13T00:00:00.000Z,DKR-Texas Memorial Stadium,Texas,UTEP,59,3,Austin,TX,30.2836813,-97.7325345
401236658,2020,2,2020-09-13T02:00:00.000Z,Memorial Stadium,Kansas,Coastal Carolina,23,38,Terre Haute,IN,39.4746858,-87.3669599
401236658,2020,2,2020-09-13T02:00:00.000Z,Memorial Stadium,Kansas,Coastal Carolina,23,38,Lawrence,KS,38.9629418,-95.2463686
401236658,2020,2,2020-09-13T02:00:00.000Z,Memorial Stadium,Kansas,Coastal Carolina,23,38,Columbia,MO,38.9358491,-92.3332009
401282714,2021,1,2021-08-28T17:20:00.000Z,"Memorial Stadium (Champaign, IL)",Illinois,Nebraska,30,22,Champaign,IL,40.0993268,-88.2359569
401286187,2021,1,2021-08-28T18:00:00.000Z,Valley Children's Stadium,Fresno State,UConn,45,0,Fresno,CA,36.8143527,-119.7580092
401329133,2021,1,2021-08-28T19:00:00.000Z,Ohio Stadium,Central State (OH),Kentucky State,6,20,Columbus,OH,40.0016447,-83.0197266
401309833,2021,1,2021-08-28T19:30:00.000Z,Rose Bowl,UCLA,Hawai'i,44,10,Pasadena,CA,34.1613284,-118.1676462
401328337,2021,1,2021-08-28T22:00:00.000Z,Memorial Stadium,Indiana State,Eastern Illinois,26,21,Terre Haute,IN,39.4746858,-87.3669599
401328337,2021,1,2021-08-28T22:00:00.000Z,Memorial Stadium,Indiana State,Eastern Illinois,26,21,Lawrence,KS,38.9629418,-95.2463686
401328337,2021,1,2021-08-28T22:00:00.000Z,Memorial Stadium,Indiana State,Eastern Illinois,26,21,Columbia,MO,38.9358491,-92.3332009
401327539,2021,1,2021-08-28T23:00:00.000Z,Center Parc Stadium,North Carolina Central,Alcorn State,23,14,Atlanta,GA,33.735267,-84.389949
401282049,2021,1,2021-08-29T01:30:00.000Z,Aggie Memorial Stadium,New Mexico State,UTEP,3,30,Las Cruces,NM,32.2796202,-106.7411148
401310693,2021,1,2021-08-29T02:00:00.000Z,CEFCU Stadium,San José State,Southern Utah,45,14,San Jose,CA,37.3196675,-121.8682962
401282050,2021,1,2021-09-01T23:30:00.000Z,Cramton Bowl,Jacksonville State,UAB,0,31,Montgomery,AL,32.37949,-86.293002
401328989,2021,1,2021-09-02T22:00:00.000Z,Tom Adams Field,Wayne State (MI),Slippery Rock,21,24,Detroit,MI,42.3315509,-83.0466403
401328215,2021,1,2021-09-02T22:00:00.000Z,Irwin Belk Stadium,Wingate,Shaw,30,7,Wingate,NC,34.9843176,-80.4492319
401328204,2021,1,2021-09-02T22:00:00.000Z,Kenneth P. LaValle Stadium,Stony Brook,New Hampshire,21,27,Stony Brook,NY,40.9188829,-73.1242966
401328175,2021,1,2021-09-02T23:00:00.000Z,Alfond Stadium,Maine,Delaware,24,34,Orono,ME,44.905128,-68.6724718
401332315,2021,1,2021-09-02T23:00:00.000Z,Drake Stadium,Drake,West Virginia Wesleyan,45,3,Des Moines,IA,41.605,-93.655
401357797,2021,1,2021-09-02T23:00:00.000Z,Five Star Stadium at the Moye Complex,Mercer,Point University,69,0,Macon,GA,32.8262075,-83.6522485
401328458,2021,1,2021-09-02T23:00:00.000Z,Seibert Stadium,Samford,Tennessee Tech,52,14,Homewood,AL,33.463273,-86.795326
401328388,2021,1,2021-09-02T23:00:00.000Z,Stambaugh Stadium,Youngstown State,Incarnate Word,44,41,Youngstown,OH,41.1092964,-80.6501885
401337471,2021,1,2021-09-02T23:00:00.000Z,West Family Stadium,West Liberty,Walsh,6,27,Wheeling,WV,40.0639616,-80.7209149
401334787,2021,1,2021-09-02T23:00:00.000Z,Duvall-Rosier Field,Fairmont State,PennWest California,14,23,Fairmont,WV,39.4850848,-80.1425781
401334786,2021,1,2021-09-02T23:00:00.000Z,"Memorial Stadium (Wayne, NE)",Wayne State (NE),University of Mary,34,27,Wayne,NE,42.1941294,-97.169623
401334756,2021,1,2021-09-02T23:00:00.000Z,Steele Stadium,Kentucky Wesleyan,Frostburg State,13,20,Owensboro,KY,37.742297,-87.119976
401329689,2021,1,2021-09-02T23:00:00.000Z,Harms-Eischeid Stadium,Upper Iowa University,Minnesota Duluth,14,41,Fayette,IA,42.8420766,-91.850265
401329651,2021,1,2021-09-02T23:00:00.000Z,Meares Stadium,Mars Hill,Chowan,24,30,Mars Hill,NC,35.82685585,-82.55057686987725
401329503,2021,1,2021-09-02T23:00:00.000Z,Bob Young Field,Sioux Falls,Bemidji State,16,24,Sioux Falls,SD,43.5488256,-96.7307737
401329491,2021,1,2021-09-02T23:00:00.000Z,Blakeslee Stadium,Minnesota State Mankato,Northern State,40,34,Mankato,MN,44.1634663,-93.9993505
401329443,2021,1,2021-09-02T23:00:00.000Z,Dwight T. Reed Stadium,Lincoln (MO),Washburn,12,76,Jefferson City,MO,38.577359,-92.1724265
401329425,2021,1,2021-09-02T23:00:00.000Z,Chryst Field at Biemesderfer Stadium,Millersville,American International,9,14,Millersville,PA,39.997998,-76.3545372
401329357,2021,1,2021-09-02T23:00:00.000Z,Panther Stadium (OH),Ohio Dominican,Shepherd,30,35,Columbus,OH,39.9622601,-83.0007065
401329270,2021,1,2021-09-02T23:00:00.000Z,Offutt Field,Seton Hill,Wheeling,16,14,Greensburg,PA,40.3014581,-79.5389289
401329056,2021,1,2021-09-02T23:00:00.000Z,Burke-Tarr Stadium,Carson-Newman College,West Georgia,7,45,Jefferson City,TN,36.122311,-83.4923961
401328545,2021,1,2021-09-02T23:00:00.000Z,Brooks Stadium (SC),Coastal Carolina,The Citadel,52,14,Conway,SC,33.7928506,-79.0166946
401309542,2021,1,2021-09-02T23:00:00.000Z,UB Stadium,Buffalo,Wagner,69,7,Amherst,NY,42.9991334,-78.7775113
401300995,2021,1,2021-09-02T23:00:00.000Z,FBC Mortgage Stadium,UCF,Boise State,36,31,Orlando,FL,28.6079765,-81.1927233
401329020,2021,1,2021-09-02T23:00:00.000Z,Robinson-Hale Stadium,Mississippi College,Albany State GA,0,24,Clinton,MS,32.3410552,-90.3215983
401329015,2021,1,2021-09-02T23:00:00.000Z,Parker Field at McCool Stadium,Delta State,Bethel University Tennessee,48,14,Cleveland,MS,33.7440023,-90.7248187
401328973,2021,1,2021-09-02T23:00:00.000Z,Hantz Stadium,Northwood (MI),Gannon,21,28,Midland,MI,43.6155825,-84.2472117
401328605,2021,1,2021-09-02T23:00:00.000Z,Hunter Stadium,Lindenwood,Angelo State,20,40,Saint Charles,MO,38.7946252,-90.519829
401328466,2021,1,2021-09-02T23:00:00.000Z,Cliff Harris Stadium,Ouachita Baptist,Oklahoma Baptist,38,31,Arkadelphia,AR,34.1209292,-93.053784
401328432,2021,1,2021-09-02T23:00:00.000Z,Ranger Field,Northwestern Oklahoma State,Southern Arkansas,13,32,Alva,OK,36.8030501,-98.6660278
401328397,2021,1,2021-09-02T23:00:00.000Z,Milam Stadium,Southwestern Oklahoma State,Henderson State,13,31,Weatherford,OK,35.5261633,-98.7075744
401328309,2021,1,2021-09-02T23:00:00.000Z,Convoy Leslie Cotton Boll Stadium,Arkansas-Monticello,Southern Nazarene,30,23,Monticello,AR,33.6293427,-91.7912327
401328276,2021,1,2021-09-02T23:00:00.000Z,Thone Stadium at Buerkle Field,Arkansas Tech,Southeastern Oklahoma State,20,38,Russellville,AR,35.2784173,-93.1337856
401309540,2021,1,2021-09-02T23:00:00.000Z,Scheumann Stadium,Ball State,Western Illinois,31,21,Muncie,IN,40.2159422,-85.4161148
401329660,2021,1,2021-09-02T23:05:00.000Z,Eiler-Martin Stadium,East Stroudsburg University,Pace,35,14,East Stroudsburg,PA,40.9995386,-75.1812913
401328768,2021,1,2021-09-02T23:30:00.000Z,Top Taggart Field,Ferris State,Findlay,54,14,Big Rapids,MI,43.698078,-85.483656
401300994,2021,1,2021-09-02T23:30:00.000Z,Chapman Stadium,Tulsa,UC Davis,17,19,Tulsa,OK,36.1489175,-95.9437853
401282607,2021,1,2021-09-02T23:30:00.000Z,Carter-Finley Stadium,NC State,South Florida,45,0,Raleigh,NC,35.8008001,-78.7195655
401300993,2021,1,2021-09-02T23:30:00.000Z,Kidd Brewer Stadium,App State,East Carolina,33,19,Boone,NC,36.2114267,-81.6854278
401328404,2021,1,2021-09-02T23:30:00.000Z,Finley Stadium,Chattanooga,Austin Peay,20,30,Chattanooga,TN,35.0363792,-85.3158835
401328383,2021,1,2021-09-02T23:30:00.000Z,Houck Field,Southeast Missouri State,Southern Illinois,21,47,Cape Girardeau,MO,37.3034933,-89.5230357
401309834,2021,1,2021-09-02T23:30:00.000Z,Rice-Eccles Stadium,Utah,Weber State,40,17,Salt Lake City,UT,40.7599724,-111.8488255
401329312,2021,1,2021-09-03T00:00:00.000Z,Ralph Stocker Stadium,Colorado Mesa,William Jewell,40,3,Grand Junction,CO,39.063956,-108.5507317
401330245,2021,1,2021-09-03T00:00:00.000Z,Al Whitehead Field at Greyhound Stadium,Eastern New Mexico,Central Washington,24,66,Portales,NM,34.1861922,-103.334397
401329037,2021,1,2021-09-03T00:00:00.000Z,Schwan Regional Event Center,Southwest Minnesota State,Minnesota State Moorhead,21,33,Marshall,MN,48.3605336,-96.381968
401328138,2021,1,2021-09-03T00:00:00.000Z,Fifth Third Stadium,Kennesaw State,Reinhardt University,35,25,Kennesaw,GA,34.0289318,-84.5676234
401282789,2021,1,2021-09-03T00:00:00.000Z,Huntington Bank Stadium,Minnesota,Ohio State,31,45,Minneapolis,MN,44.976525,-93.2245462
401329374,2021,1,2021-09-03T00:00:00.000Z,Wantland Stadium,Central Oklahoma,Missouri Western,24,20,Edmond,OK,35.6571367,-97.4649038
401329058,2021,1,2021-09-03T00:00:00.000Z,Altra Federal Credit Union Stadium,Winona State,Concordia University St Paul,47,6,Winona,MN,43.9582272,-91.7807784
401328681,2021,1,2021-09-03T00:00:00.000Z,O'Harra Stadium,South Dakota Mines,Missouri S&T,34,31,Rapid City,SD,44.0869329,-103.2274481
401329340,2021,1,2021-09-03T00:00:00.000Z,Audrey J. Walton Stadium at Vernon Kennedy Field,Central Missouri,Pittsburg St,16,35,Warrensburg,MO,38.7624373,-93.7409596
401329456,2021,1,2021-09-03T00:00:00.000Z,Ron & Carol Cope Stadium at Foster Field,Nebraska-Kearney,Missouri Southern State,38,0,Kearney,NE,40.4906216,-98.9472344
